license_number,application_number,business_name,license_type,application_fee,lic_fee_amount,dbe,approved_license_type,priority_type,application_status,row_ct,business_address_1,business_city,business_state,business_zipcode,mailing_address_1,mailing_city,mailing_state,mailing_zipcode,establishment_address_1,establishment_city,establishment_state,establishment_zip_code,square_footage_establishment,abutters_count,is_abutters_notified,massachusetts_business,app_create_date,geocoded_column,:@computed_region_4aer_mww6,activity_date,version,Address,lon,lat,town_pop,Distance
MR282183,MRN282183,Curaleaf Massachusetts Inc,Marijuana Retailer,300,5000,Not a DBE,FINAL LICENSE,RMD PRIORITY,APPROVED,1,124 West Street,Ware,MA,1082,101 Accord Park Drive,Norwell,MA,2061,124 West Street,Ware,MA,1082,4000,23,Yes,1320247,2018-12-14T00:00:00.000,"{'type': 'Point', 'coordinates': [-72.24958601999998, 42.255873006000066]}",5,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,124+West+Street+Ware+MA,-72.2496104,42.2558062,9872,177
MR281810,MRN281810,Elev8 Cannabis Inc,Marijuana Retailer,625,10000,Minority-Owned Business,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,217 main st,williamstown,MA,1267,1409 oak st,eugene,OR,97401,243 Main Street,Athol,MA,1331,1200,36,Yes,1337824,2018-08-16T00:00:00.000,"{'type': 'Point', 'coordinates': [-72.23438300799995, 42.59345499500006]}",14,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,217+main+st+williamstown+MA,-73.1843055,42.7014468,7754,225
MR282541,MRN282541,"Tempest, Inc",Marijuana Retailer,0,0,Not a DBE,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,248 Gardner Road,Templeton,MA,1438,130 South Royalston Road,Royalston,MA,1368,248 Gardner Road,Templeton,MA,1438,5000,15,Yes,1381462,2019-03-29T00:00:00.000,"{'type': 'Point', 'coordinates': [-72.01955222499998, 42.57332477400007]}",14,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,248+Gardner+Road+Templeton+MA,-72.0197909,42.5736277,8013,102
MR281254,MRN281254,"Rise Holdings, Inc.",Marijuana Retailer,300,5000,Not a DBE,FINAL LICENSE,RMD PRIORITY,APPROVED,1,325 W. Huron St.,Chicago,IL,60654,325 W. Huron St.,CHICAGO,IL,60654,169 Meadow Street,Amherst,MA,1002,6526,6,Yes,1324646,2018-04-17T00:00:00.000,"{'type': 'Point', 'coordinates': [-72.53954396199998, 42.40871600500003]}",5,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,325+W.+Huron+St.+Chicago+MA,-87.6404279,41.8945038,0,1632
MR281252,MRN281252,Pharmacannis Massachusetts Inc.,Marijuana Retailer,300,5000,Not a DBE,FINAL LICENSE,RMD PRIORITY,APPROVED,1,112 Main Street,Wareham,MA,2571,112 Main Street,Wareham,MA,2571,112 Main Street,Wareham,MA,2571,3500,5,Yes,1317349,2018-04-17T00:00:00.000,"{'type': 'Point', 'coordinates': [-70.71328400199997, 41.75601301300003]}",3,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,112+Main+Street+Wareham+MA,-70.7131995,41.7560551,21822,136
MR282032,MRN282032,"Evergreen Strategies, LLC",Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,52 Whispering Way,Stow,MA,1775,52 Whispering Way,Stow,MA,1775,221 State Road,North Adams,MA,1247,2300,27,Yes,1317729,2018-11-07T00:00:00.000,"{'type': 'Point', 'coordinates': [-73.14203600099995, 42.69822300100003]}",6,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,52+Whispering+Way+Stow+MA,-71.4954923,42.4026993,6590,83.1
MR283416,MRN283416,"New England Craft Cultivators, LLC",Marijuana Retailer,1500,10000,"Lesbian, Gay, Bisexual, and Transgender Owned Business",PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,12 Robeson Street,Jamaica Plain,MA,2130,12 Robeson Street,Jamaica Plain,MA,2130,61 Silva Lane,Dracut,MA,1826,4300,9,Yes,1380107,2020-04-01T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.25845396499994, 42.693810013000075]}",1,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,12+Robeson+Street+Jamaica+Plain+MA,-71.1018897,42.309801,0,56.1
MR283004,MRN283004,MassMedicum Corp.,Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,1 Mear Road,Holbrook,MA,2343,1 Mear Road,Holbrook,MA,2343,300 Revolutionary Drive,Taunton,MA,2718,3600,4,Yes,1355959,2019-09-23T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.03942997299998, 41.86391501300005]}",2,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,1+Mear+Road+Holbrook+MA,-71.0254474,42.1520007,10791,76.3
MR281981,MRN281981,"DDM Sales, Inc.",Marijuana Retailer,300,10000,Minority-Owned Business,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,220 Pulaski Boulevard,Bellingham,MA,2019,220 Pulaski Boulevard,Bellingham,MA,2019,1 Lloyd Street,Blackstone,MA,1504,4000,30,Yes,1347142,2018-10-20T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.49949796999994, 42.01934500200008]}",14,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,220+Pulaski+Boulevard+Bellingham+MA,-71.4940579,42.021584,16332,126
MR282161,MRN282161,High Hopes LLC,Marijuana Retailer,1500,10000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,"1 Menfi Way, Unit 9",Hopedale,MA,1747,8 Hope St,Hopedale,MA,1747,"1 Menfi Way, Unit 9",Hopedale,MA,1747,3000,14,Yes,1372831,2018-12-10T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.51043501299995, 42.10430099700005]}",14,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,"1+Menfi+Way,+Unit+9+Hopedale+MA",-71.5103085,42.1041624,5911,119
MR282903,MRN282903,"Heka, Inc.",Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,745 East Street,Pittsfield,MA,1201,98 Sgt. TM Dion Way,Westfield,MA,1085,745 East Street,Pittsfield,MA,1201,6100,20,Yes,1301071,2019-07-30T00:00:00.000,"{'type': 'Point', 'coordinates': [-73.23926297599996, 42.44985199600006]}",6,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,745+East+Street+Pittsfield+MA,-73.2392614,42.4498211,44737,268
MR282243,MRN282243,"The Blue Jay Botanicals, Inc.",Marijuana Retailer,300,5000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,"600 Worcester Road, Suite 401",Framingham,MA,1702,"600 Worcester Road, Suite 401",Framingham,MA,1702,22 Chestnut Hill Avenue,Athol,MA,1331,5700,34,Yes,1355130,2019-01-02T00:00:00.000,"{'type': 'Point', 'coordinates': [-72.221537992, 42.59536699000006]}",14,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,"600+Worcester+Road,+Suite+401+Framingham+MA",-71.4213555,42.2974322,68318,81.6
MR282952,MRN282952,Fresh Fields LLC,Marijuana Retailer,1500,0,Not a DBE,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,"1700 Shawsheen St, 2nd Floor",Tewksbury,MA,1876,"1700 Shawsheen St, 2nd Floor",Tewksbury,MA,1876,350-354 Rantoul Street,Beverly,MA,1915,5400,110,Yes,1360507,2019-08-23T00:00:00.000,"{'type': 'Point', 'coordinates': [-70.88286599699995, 42.55238798600004]}",10,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,"1700+Shawsheen+St,+2nd+Floor+Tewksbury+MA",-71.1846377,42.6216172,28961,24.2
MR281865,MRN281865,Core Empowerment LLC,Marijuana Retailer,300,10000,Woman-Owned Business,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,401A Centre Street,Jamaica Plain,MA,2130,401A Centre Street,Jamaica Plain,MA,2130,401A Centre Street,Boston,MA,2130,5844,64,Yes,1332754,2018-09-05T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.11031697799996, 42.32137945900007]}",4,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,401A+Centre+Street+Jamaica+Plain+MA,-71.1102515,42.321699,0,55
MR282803,MRN282803,"Cypress Tree Management, Inc.",Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,419 Boylston Street,Boston,MA,2116,419 Boylston Street,Boston,MA,2116,24-26 Elliot Street,Newton,MA,2461,8100,51,Yes,1351763,2019-06-21T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.21241300899999, 42.317937018000066]}",1,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,419+Boylston+Street+Boston+MA,-71.0726655,42.3517049,617594,49.8
MR281447,MRN281447,"Apothca, Inc",Marijuana Retailer,300,5000,Not a DBE,FINAL LICENSE,RMD PRIORITY,APPROVED,1,99 Development Rd,Fitchburg,MA,1420,99 Development Rd,Fitchburg,MA,1420,487-491 Lynnway,Lynn,MA,1905,4200,23,Yes,1177859,2018-05-17T00:00:00.000,"{'type': 'Point', 'coordinates': [-70.95619499299994, 42.45627701900003]}",10,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,99+Development+Rd+Fitchburg+MA,-71.859526,42.551172,40318,88
MR282481,MRN282481,"The Haven Center, Inc.",Marijuana Retailer,300,5000,Not a DBE,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,245 Route 6A,Orleans,MA,2653,PO Box 2036,Orleans,MA,2653,4018 Main Street,Brewster,MA,2631,4142,10,Yes,1317348,2019-03-11T00:00:00.000,"{'type': 'Point', 'coordinates': [-70.01150102799994, 41.77564900500005]}",9,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,245+Route+6A+Orleans+MA,-70.0062579,41.7762702,5890,189
MR282410,MRN282410,Bud's Goods & Provisions Corp. (FKA Trichome Health Corp.),Marijuana Retailer,1500,10000,Not a DBE,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,54 West Boylston St,Worcester,MA,1606,54 West Boylston St,Worcester,MA,1606,1540 Bedford Street,Abington,MA,2351,3000,12,Yes,1334529,2019-02-15T00:00:00.000,"{'type': 'Point', 'coordinates': [-70.95504499599997, 42.14529600600008]}",3,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,54+West+Boylston+St+Worcester+MA,-71.8061153,42.2902781,181045,96.7
MR283231,MRN283231,Caregiver-Patient Connection LLC/d.b.a. Local Roots,Marijuana Retailer,1500,10000,Not a DBE,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,365 Main St,Sturbridge,MA,1566,"910 Boston Post Rd., Ste. #310",Marlborough,MA,1752,365 Main St,Sturbridge,MA,1566,2500,12,Yes,1384921,2020-01-13T00:00:00.000,"{'type': 'Point', 'coordinates': [-72.08887400699996, 42.11098598400008]}",14,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,365+Main+St+Sturbridge+MA,-72.088556,42.111865,9268,142
MR282633,MRN282633,"United Cultivation, LLC",Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,601-603 Fitchburg State Road,Ashby,MA,1431,PO Box 966,Groton,MA,1450,601-603 Fitchburg State Road,Ashby,MA,1431,27000,10,Yes,1357059,2019-04-23T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.79163302799998, 42.64797500000003]}",1,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,601-603+Fitchburg+State+Road+Ashby+MA,-71.7906456,42.6478511,3074,92.3
MR281845,MRN281845,BERKSHIRE ROOTS INC.,Marijuana Retailer,300,5000,Not a DBE,FINAL LICENSE,RMD PRIORITY,APPROVED,1,501 DALTON AVE,PITTSFIELD,MA,1201,501 DALTON AVE,PITTSFIELD,MA,1201,253 Meridian Street,Boston,MA,2128,1330,5,Yes,1319343,2018-08-29T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.03907260599995, 42.37609962100004]}",4,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,501+DALTON+AVE+PITTSFIELD+MA,-73.2123036,42.4655974,44737,271
MR281597,MRN281597,Tree Market Taunton LLC,Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,7613 Overlake Drive W,Medina,WA,98039,7613 Overlake Drive W,Medina,WA,98039,9 Cape Road,Taunton,MA,2780,3058,8,Yes,1378785,2018-06-14T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.06713601899997, 41.90544998400003]}",2,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,7613+Overlake+Drive+W+Medina+MA,-122.2382588,47.6152761,0,4908
MR282669,MRN282669,"Nature's Embrace, Inc.",Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,221 Oak Street,Brockton,MA,2301,221 Oak Street,Brockton,MA,2301,747 Centre Street,Brockton,MA,2302,2994,29,Yes,1345736,2019-05-01T00:00:00.000,"{'type': 'Point', 'coordinates': [-70.98799098799998, 42.086197008000056]}",3,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,221+Oak+Street+Brockton+MA,-71.0349139,42.1029572,93810,86.1
MR283092,MRN283092,"Elevated Roots, LLC",Marijuana Retailer,1500,10000,Minority-Owned Business,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,44 William C. Gould Jr. Way,Kingston,MA,2364,44 William C. Gould Jr. Way,Kingston,MA,2364,44 William C. Gould Jr. Way,Kingston,MA,2364,4050,8,Yes,1363380,2019-10-30T00:00:00.000,"{'type': 'Point', 'coordinates': [-70.70594912699994, 41.97248428800003]}",3,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,44+William+C.+Gould+Jr.+Way+Kingston+MA,-70.706346,41.9721483,12629,107
MR281929,MRN281929,"Deerfield Naturals, Inc.",Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,10 Greenfield Road,South Deerfield,MA,1373,10 Greenfield Road,South Deerfield,MA,1373,10 Greenfield Road,Deerfield,MA,1373,10125,23,Yes,1385950,2018-09-27T00:00:00.000,"{'type': 'Point', 'coordinates': [-72.61270498499994, 42.47239499900007]}",7,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,10+Greenfield+Road+South+Deerfield+MA,-72.6132689,42.4728374,0,164
MR283727,MRN283727,Littleton Apothecary LLC,Marijuana Retailer,1500,10000,Woman-Owned Business,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,"160 Ayer Road, Suite 4",Littleton,MA,1460,43 Starr Hill,Littleton,MA,1460,"160 Ayer Road, Suite 4",Littleton,MA,1460,3388,10,Yes,1376976,2020-08-06T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.52176198199999, 42.54836999500003]}",1,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,"160+Ayer+Road,+Suite+4+Littleton+MA",-71.5216347,42.5483534,8924,55.9
MR282770,MRN282770,"Heka, Inc.",Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,98 Sgt. TM Dion Way,Westfield,MA,1085,98 Sgt. TM Dion Way,Westfield,MA,1085,98 Sgt. TM Dion Way,Westfield,MA,1085,40000,5,Yes,1301071,2019-06-10T00:00:00.000,"{'type': 'Point', 'coordinates': [-72.72184096899997, 42.14664599500003]}",11,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,98+Sgt.+TM+Dion+Way+Westfield+MA,-72.7218933,42.146492,41094,201
MR282358,MRN282358,Tree Beard Inc.,Marijuana Retailer,0,5000,Not a DBE,PROVISIONAL LICENSE,ECONOMIC EMPOWERMENT,APPROVED,1,1 Nauset St,New Bedford,MA,2746,319A Union St,New Bedford,MA,2740,1 Nauset  Street,New Bedford,MA,2746,8901,21,Yes,1271344,2019-01-30T00:00:00.000,"{'type': 'Point', 'coordinates': [-70.93706698699998, 41.662070989000036]}",2,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,1+Nauset+St+New+Bedford+MA,-70.9378138,41.6625869,95072,138
MR282205,MRN282205,"Commcan, Inc.",Marijuana Retailer,300,5000,Not a DBE,FINAL LICENSE,RMD PRIORITY,APPROVED,1,730 Main Street,Millis,MA,2054,730 Main Street,Millis,MA,2054,1525 Main Street,Millis,MA,2054,3000,7,Yes,1326676,2018-12-19T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.38753804, 42.15816700500005]}",8,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,730+Main+Street+Millis+MA,-71.3534209,42.1684544,7891,96.2
MR283065,MRN283065,"New England Treatment Access, LLC.",Marijuana Retailer,1500,10000,Not a DBE,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,5 Forge Parkway,Franklin,MA,2038,5 Forge Parkway,Franklin,MA,2038,162 Grove Street,Franklin,MA,2038,2200,12,Yes,1318218,2019-10-21T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.42404499999998, 42.06982602000005]}",8,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,5+Forge+Parkway+Franklin+MA,-71.437172,42.0870027,31635,120
MR282659,MRN282659,"Metro Harvest, Inc.",Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,292 Bedford St.,Bridgewater,MA,2324,292 Bedford St.,Bridgewater,MA,2324,606 Tarkiln Rd,New Bedford,MA,2745,1980,5,Yes,1378461,2019-04-29T00:00:00.000,"{'type': 'Point', 'coordinates': [-70.93992001899994, 41.679544994000025]}",2,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,292+Bedford+St.+Bridgewater+MA,-70.9757804,41.9792493,26563,104
MR283325,MRN283325,"Nature's Alternative, Inc.",Marijuana Retailer,1500,0,Not a DBE,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,2393 Route 6,Wellfleet,MA,2667,72 Pine Street,Providence,RI,2903,2393 Route 6,Wellfleet,MA,2667,3250,27,Yes,1297846,2020-03-04T00:00:00.000,"{'type': 'Point', 'coordinates': [-70.01675943599997, 41.92966165100006]}",9,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,2393+Route+6+Wellfleet+MA,-70.0174699,41.9290074,2750,209
MR281816,MRN281816,"Suns Mass II, LLC",Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,56 Millbrook Street,Worcester,MA,1606,56 Millbrook Street,Worcester,MA,1606,56 Millbrook Street,Worcester,MA,1606,7654,31,Yes,1340151,2018-08-20T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.80073099799995, 42.28693897900007]}",14,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,56+Millbrook+Street+Worcester+MA,-71.8006586,42.287619,181045,96.1
MR282824,MRN282824,Mint Dispensary Facilities II LLC,Marijuana Retailer,1500,10000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,1035 South Street,Pittsfield,MA,1201,21001 N Tatum Blvd #1630-486,Phoenix,AZ,85050,1035 South Street,Pittsfield,MA,1201,9544,6,Yes,1382048,2019-07-01T00:00:00.000,"{'type': 'Point', 'coordinates': [-73.26325801799999, 42.40779102000005]}",6,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,1035+South+Street+Pittsfield+MA,-73.2633594,42.4076723,44737,262
MR282460,MRN282460,Hyecorp LLC,Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,327 N. Pearl Street,Brockton,MA,2301,137 Main Street,Brockton,MA,2301,327 North Pearl Street,Brockton,MA,2301,2880,10,Yes,1366749,2019-03-03T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.06652698999994, 42.10047201800006]}",3,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,327+N.+Pearl+Street+Brockton+MA,-71.0665604,42.1004833,93810,84.2
MR281702,MRN281702,Good Chemistry of Mass,Marijuana Retailer,300,5000,Not a DBE,FINAL LICENSE,RMD PRIORITY,APPROVED,1,9 Harrison Street,Worcester,MA,1604,1550 Larimer Street,Denver,CO,80202,9 Harrison Street,Worcester,MA,1604,3112,55,Yes,1315096,2018-07-11T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.79711998999994, 42.25714198400004]}",14,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,9+Harrison+Street+Worcester+MA,-71.7973007,42.2568385,181045,99.6
MR283204,MRN283204,"New Leaf Enterprises, Inc.",Marijuana Retailer,0,5000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,360 Second Street,Fall River,MA,2721,360 Second Street,Fall River,MA,2721,2629 South Main Street,Fall River,MA,2721,2121,30,Yes,1389777,2019-12-26T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.18414696799994, 41.67365201400003]}",2,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,360+Second+Street+Fall+River+MA,-71.1572405,41.6973024,88857,131
MR281344,MRN281344,"Alternative Therapies Group, Inc.",Marijuana Retailer,300,5000,Not a DBE,FINAL LICENSE,RMD PRIORITY,APPROVED,1,107 Elm Street,Salisbury,MA,1952,"24R Pleasant St, Unit 2",Newburyport,MA,1950,107 Elm St,Salisbury,MA,1952,4971,15,Yes,1324751,2018-04-27T00:00:00.000,"{'type': 'Point', 'coordinates': [-70.87913697199997, 42.84371301700003]}",10,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,107+Elm+Street+Salisbury+MA,-70.8791167,42.8437636,8283,21
MR282601,MRN282601,"ToroVerde (Massachusetts), Inc.",Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,C/O EvansCutler Attorneys 90 Conz Street,Northampton,MA,1060,C/O EvansCutler Attorneys 90 Conz Street,Northampton,MA,1060,26-28 North King Street,Northampton,MA,1060,3000,15,Yes,1343676,2019-04-13T00:00:00.000,"{'type': 'Point', 'coordinates': [-72.63768386499999, 42.33844373100005]}",5,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,C/O+EvansCutler+Attorneys+90+Conz+Street+Northampton+MA,-72.6265608,42.3135328,28549,212
MR282236,MRN282236,NS AJO Holdings Inc.,Marijuana Retailer,300,10000,Not a DBE,FINAL LICENSE,RMD PRIORITY,APPROVED,1,67 Dana Street,Cambridge,MA,2138,20 Authority Drive,Fitchburg,MA,1420,20 Authority Drive,Fitchburg,MA,1420,48000,21,Yes,1345753,2018-12-29T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.84729498399997, 42.551497995000034]}",14,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,67+Dana+Street+Cambridge+MA,-71.1079664,42.3734551,105162,56
MR282077,MRN282077,"Ascend Mass, LLC",Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,500 Totten Pond Road,Waltham,MA,2451,500 Totten Pond Road,Waltham,MA,2451,268-274 Friend Street,Boston,MA,2114,16000,63,Yes,1325437,2018-11-23T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.06143095999994, 42.364669020000065]}",4,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,500+Totten+Pond+Road+Waltham+MA,-71.2591155,42.3964732,60632,59.3
MR281332,MRN281332,"Ashli's, Inc.",Marijuana Retailer,300,5000,Veteran-Owned Business | Woman-Owned Business,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,70 Frank Mossberg Dr.,Attleboro,MA,2703,81 West St.,Attleboro,MA,2703,70 Frank Mossberg Dr.,Attleboro,MA,2703,5800,14,Yes,1325930,2018-04-26T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.32468801499994, 41.919648006000045]}",2,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,70+Frank+Mossberg+Dr.+Attleboro+MA,-71.3247716,41.9197022,43593,126
MR282471,MRN282471,"Garden Remedies, Inc.",Marijuana Retailer,300,10000,Not a DBE,FINAL LICENSE,RMD PRIORITY,APPROVED,1,732 Newburyport Turnpike,Melrose,MA,2176,732 Newburyport Turnpike,Melrose,MA,2176,732 Newburyport Turnpike,Melrose,MA,2176,4999,21,Yes,1335628,2019-03-07T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.02889501099997, 42.44497800400006]}",1,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,732+Newburyport+Turnpike+Melrose+MA,-71.0286976,42.4451022,26983,34.5
MR283743,MRN283743,"Cannabro, LLC",Marijuana Retailer,1500,0,Not a DBE,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,345 Main Street,Southbridge,MA,1550,345 Main Street,Southbridge,MA,1550,345 Main Street,Southbridge,MA,1550,2950,35,Yes,1430706,2020-08-21T00:00:00.000,"{'type': 'Point', 'coordinates': [-72.03492105099997, 42.075815686000055]}",14,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,345+Main+Street+Southbridge+MA,-72.0350694,42.0758077,16719,148
MR281774,MRN281774,Trichome Health Corp.,Marijuana Retailer,300,5000,Not a DBE,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,330-350 Pleasant Street,Watertown,MA,2472,330-350 Pleasant Street,Watertown,MA,2472,330-350 Pleasant Street,Watertown,MA,2472,20000,10,Yes,1334529,2018-08-03T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.20014600999997, 42.36758898100004]}",1,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,330-350+Pleasant+Street+Watertown+MA,-71.2000718,42.3676733,31915,66.4
MR282902,MRN282902,Green Era LLC,Marijuana Retailer,300,0,Minority-Owned Business,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,25 Cape Rd,Mendon,MA,1756,45 Bodwell St,Avon,MA,2322,25 Cape Rd,Mendon,MA,1756,2000,11,Yes,1334019,2019-07-30T00:00:00.000,"{'type': 'Point', 'coordinates': [-71.50380702299998, 42.09863898000003]}",14,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,25+Cape+Rd+Mendon+MA,-71.5035845,42.0986729,5839,119
MR282284,MRN282284,"Bask, Inc.",Marijuana Retailer,300,10000,Not a DBE,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,2 Pequod Road,Fairhaven,MA,2719,2 Pequod Road,Fairhaven,MA,2719,2 Pequod Road,Fairhaven,MA,2719,10320,16,Yes,1383591,2019-01-11T00:00:00.000,"{'type': 'Point', 'coordinates': [-70.88879895899998, 41.64964599100006]}",2,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,2+Pequod+Road+Fairhaven+MA,-70.8887655,41.6496377,15873,143
MR281255,MRN281255,"Alternative Therapies Group, Inc.",Marijuana Retailer,300,5000,Not a DBE,FINAL LICENSE,RMD PRIORITY,APPROVED,1,50 Grove St,Salem,MA,1970,"24R Pleasant St, Unit 2",Newburyport,MA,1950,50 Grove St,Salem,MA,1970,4000,20,Yes,1324751,2018-04-17T00:00:00.000,"{'type': 'Point', 'coordinates': [-70.91109096599996, 42.52253101800005]}",10,2020-11-23T00:00:00.000,CURRENT REPORTING PERIOD,50+Grove+St+Salem+MA,-70.9109784,42.5224162,41340,31
